TRINITY_DN98995_c0_g1
TRINITY_DN93084_c3_g1_i1.p1	3880.AES72238	0.0	994.0	COG1260@1|root,KOG0693@2759|Eukaryota,37J0I@33090|Viridiplantae,3G72H@35493|Streptophyta,4JS1F@91835|fabids	33090|Viridiplantae	I	Inositol-3-phosphate	MIPS	GO:0000003,GO:0000302,GO:0002252,GO:0002376,GO:0003006,GO:0003674,GO:0003824,GO:0004512,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005975,GO:0006020,GO:0006021,GO:0006066,GO:0006575,GO:0006629,GO:0006644,GO:0006650,GO:0006658,GO:0006659,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006952,GO:0006979,GO:0007154,GO:0007275,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009266,GO:0009267,GO:0009314,GO:0009408,GO:0009416,GO:0009605,GO:0009607,GO:0009615,GO:0009617,GO:0009620,GO:0009628,GO:0009636,GO:0009642,GO:0009644,GO:0009719,GO:0009725,GO:0009733,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010154,GO:0010264,GO:0016036,GO:0016051,GO:0016853,GO:0016872,GO:0017144,GO:0019637,GO:0019751,GO:0022414,GO:0031667,GO:0031668,GO:0031669,GO:0032501,GO:0032502,GO:0032958,GO:0033517,GO:0033554,GO:0034637,GO:0042221,GO:0042398,GO:0042493,GO:0042542,GO:0042594,GO:0042742,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043647,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044262,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0045017,GO:0046165,GO:0046173,GO:0046474,GO:0046486,GO:0046677,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0050832,GO:0050896,GO:0051607,GO:0051704,GO:0051707,GO:0051716,GO:0061458,GO:0071496,GO:0071704,GO:0090407,GO:0098542,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617,GO:1901700	5.5.1.4	ko:K01858	ko00521,ko00562,ko01100,ko01130,map00521,map00562,map01100,map01130	-	R07324	RC01804	ko00000,ko00001,ko01000	-	-	-	Inos-1-P_synth,NAD_binding_5
TRINITY_DN6290_c1_g1_i1.p1	2711.XP_006479944.1	3.23e-51	175.0	COG2723@1|root,KOG0626@2759|Eukaryota,37HZ7@33090|Viridiplantae,3GEM1@35493|Streptophyta	33090|Viridiplantae	G	Belongs to the glycosyl hydrolase 1 family	BGLU5	GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005777,GO:0008150,GO:0008152,GO:0008422,GO:0009628,GO:0009812,GO:0015926,GO:0016787,GO:0016798,GO:0042440,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0046283,GO:0050896,GO:0071704,GO:0080167,GO:1901135,GO:1901657	3.2.1.21,3.5.2.17	ko:K01188,ko:K19964	ko00230,ko00460,ko00500,ko00940,ko01100,ko01110,ko01120,map00230,map00460,map00500,map00940,map01100,map01110,map01120	-	R00026,R02558,R02887,R02985,R03527,R04949,R04998,R06601,R10035,R10039,R10040	RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248,RC03393	ko00000,ko00001,ko01000	-	GH1	-	Glyco_hydro_1
TRINITY_DN2727_c0_g1_i1.p1	3827.XP_004514235.1	6.99e-213	604.0	28N5I@1|root,2QUQP@2759|Eukaryota,37SNH@33090|Viridiplantae,3GFP8@35493|Streptophyta,4JK2C@91835|fabids	33090|Viridiplantae	K	Transcription factor	-	GO:0000003,GO:0003674,GO:0003700,GO:0005575,GO:0005911,GO:0006355,GO:0008150,GO:0009506,GO:0009566,GO:0009567,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0019953,GO:0022414,GO:0030054,GO:0031323,GO:0031326,GO:0044703,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051704,GO:0055044,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	HLH
TRINITY_DN27058_c0_g1_i1.p1	3880.AET04610	0.0	1182.0	2CMCK@1|root,2QPZ2@2759|Eukaryota,37NZI@33090|Viridiplantae,3GCSW@35493|Streptophyta,4JFYV@91835|fabids	33090|Viridiplantae	S	Alkaline neutral invertase	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_100
TRINITY_DN6720_c0_g1_i1.p1	3880.AES66380	1.38e-143	408.0	KOG0406@1|root,KOG0406@2759|Eukaryota,37HQ3@33090|Viridiplantae,3G7AJ@35493|Streptophyta,4JNB5@91835|fabids	33090|Viridiplantae	O	Glutathione S-transferase	GSTU1	GO:0001101,GO:0003674,GO:0003824,GO:0004364,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005773,GO:0005774,GO:0005829,GO:0005886,GO:0006518,GO:0006575,GO:0006725,GO:0006749,GO:0006790,GO:0006807,GO:0006950,GO:0006979,GO:0007154,GO:0008150,GO:0008152,GO:0009056,GO:0009266,GO:0009404,GO:0009407,GO:0009409,GO:0009414,GO:0009415,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009605,GO:0009628,GO:0009635,GO:0009636,GO:0009719,GO:0009725,GO:0009735,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0016020,GO:0016740,GO:0016765,GO:0018973,GO:0018974,GO:0019326,GO:0019439,GO:0019748,GO:0019899,GO:0031090,GO:0031668,GO:0033218,GO:0033554,GO:0034641,GO:0042221,GO:0042277,GO:0042537,GO:0042631,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043295,GO:0043603,GO:0044237,GO:0044248,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046256,GO:0046260,GO:0046263,GO:0046686,GO:0048037,GO:0048046,GO:0048583,GO:0050789,GO:0050896,GO:0051186,GO:0051716,GO:0065007,GO:0070887,GO:0071214,GO:0071229,GO:0071462,GO:0071496,GO:0071704,GO:0071944,GO:0072341,GO:0072490,GO:0072491,GO:0080167,GO:0098588,GO:0098754,GO:0098805,GO:0104004,GO:1900750,GO:1901360,GO:1901361,GO:1901564,GO:1901575,GO:1901681,GO:1901700,GO:1901701,GO:2000030	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C,GST_C_2,GST_N,GST_N_3
TRINITY_DN4312_c1_g1_i2.p1	3880.AES86917	1.13e-173	497.0	COG2723@1|root,KOG0626@2759|Eukaryota,37HZ7@33090|Viridiplantae,3GEM1@35493|Streptophyta,4JRBS@91835|fabids	33090|Viridiplantae	G	Belongs to the glycosyl hydrolase 1 family	-	GO:0003674,GO:0003824,GO:0004553,GO:0008150,GO:0008152,GO:0008422,GO:0015926,GO:0016787,GO:0016798,GO:0071704,GO:1901135,GO:1901657	3.2.1.21,3.5.2.17	ko:K01188,ko:K19964	ko00230,ko00460,ko00500,ko00940,ko01100,ko01110,ko01120,map00230,map00460,map00500,map00940,map01100,map01110,map01120	-	R00026,R02558,R02887,R02985,R03527,R04949,R04998,R06601,R10035,R10039,R10040	RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248,RC03393	ko00000,ko00001,ko01000	-	GH1	-	Glyco_hydro_1
TRINITY_DN20911_c0_g1_i1.p1	3827.XP_004489724.1	1.22e-280	773.0	KOG1192@1|root,KOG1192@2759|Eukaryota,37IVJ@33090|Viridiplantae,3G9WC@35493|Streptophyta,4JE2U@91835|fabids	33090|Viridiplantae	CG	UDP-glycosyltransferase	-	GO:0000302,GO:0001101,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0006950,GO:0006970,GO:0006972,GO:0006979,GO:0007154,GO:0007275,GO:0008150,GO:0008152,GO:0008194,GO:0009072,GO:0009414,GO:0009415,GO:0009605,GO:0009628,GO:0009636,GO:0009651,GO:0009653,GO:0009696,GO:0009719,GO:0009725,GO:0009737,GO:0009850,GO:0009987,GO:0009991,GO:0010016,GO:0010029,GO:0010030,GO:0010033,GO:0010035,GO:0010817,GO:0016740,GO:0016757,GO:0016758,GO:0016999,GO:0017144,GO:0018874,GO:0018958,GO:0019752,GO:0031668,GO:0032501,GO:0032502,GO:0032787,GO:0032870,GO:0033554,GO:0033993,GO:0034599,GO:0034614,GO:0034641,GO:0035251,GO:0035690,GO:0042221,GO:0042430,GO:0042445,GO:0042493,GO:0042537,GO:0042538,GO:0042542,GO:0042631,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046482,GO:0046483,GO:0046527,GO:0046677,GO:0048367,GO:0048518,GO:0048580,GO:0048582,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0050896,GO:0051094,GO:0051239,GO:0051240,GO:0051716,GO:0052638,GO:0052639,GO:0052640,GO:0052641,GO:0065007,GO:0065008,GO:0070301,GO:0070887,GO:0071214,GO:0071215,GO:0071229,GO:0071236,GO:0071310,GO:0071396,GO:0071462,GO:0071470,GO:0071472,GO:0071474,GO:0071475,GO:0071495,GO:0071496,GO:0071704,GO:0080002,GO:0080024,GO:0080043,GO:0080044,GO:0080167,GO:0090704,GO:0097237,GO:0097305,GO:0097306,GO:0104004,GO:1900140,GO:1901360,GO:1901564,GO:1901615,GO:1901700,GO:1901701,GO:2000026	2.4.1.324	ko:K13691,ko:K21374	-	-	-	-	ko00000,ko01000,ko01003	-	GT1	-	UDPGT
TRINITY_DN11156_c0_g2
TRINITY_DN11635_c0_g1_i1.p1	3827.XP_004499860.1	1.53e-69	217.0	2ATDC@1|root,2RZRV@2759|Eukaryota,37U8S@33090|Viridiplantae,3GJ80@35493|Streptophyta,4JPEF@91835|fabids	33090|Viridiplantae	S	Protein of unknown function (DUF1118)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1118
TRINITY_DN1709_c0_g1_i1.p1	3880.AES73192	5.93e-161	455.0	COG5040@1|root,KOG0841@2759|Eukaryota,37HWP@33090|Viridiplantae,3G82A@35493|Streptophyta,4JRIV@91835|fabids	33090|Viridiplantae	O	Belongs to the 14-3-3 family	-	-	-	ko:K06630	ko04011,ko04110,ko04114,ko04151,ko04390,ko04391,ko04722,ko05169,ko05203,map04011,map04110,map04114,map04151,map04390,map04391,map04722,map05169,map05203	-	-	-	ko00000,ko00001,ko03400,ko04147	-	-	-	14-3-3
TRINITY_DN16778_c0_g1_i1.p1	3827.XP_004512601.1	5e-222	651.0	COG1199@1|root,KOG1132@2759|Eukaryota,37JR1@33090|Viridiplantae,3G8F1@35493|Streptophyta,4JEUE@91835|fabids	33090|Viridiplantae	L	Fanconi anemia group J protein homolog	-	GO:0000018,GO:0000166,GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006139,GO:0006259,GO:0006281,GO:0006282,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0010569,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0030554,GO:0031323,GO:0031974,GO:0031981,GO:0032392,GO:0032508,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0048583,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051276,GO:0051716,GO:0060255,GO:0065007,GO:0070013,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901363,GO:2000779,GO:2001020	3.6.4.12	ko:K15362	ko03440,ko03460,map03440,map03460	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD_2,Helicase_C_2
TRINITY_DN9060_c1_g4
TRINITY_DN28862_c0_g1_i1.p1	3827.XP_004515947.1	5.97e-64	196.0	KOG3430@1|root,KOG3430@2759|Eukaryota,37VUN@33090|Viridiplantae,3GJNH@35493|Streptophyta,4JPYZ@91835|fabids	33090|Viridiplantae	Z	Dynein light chain	-	-	-	ko:K10418	ko04962,map04962	-	-	-	ko00000,ko00001,ko04812	-	-	-	Dynein_light
TRINITY_DN6788_c0_g1_i1.p1	3880.AET01455	4.37e-160	450.0	COG0580@1|root,KOG0223@2759|Eukaryota,37MIB@33090|Viridiplantae,3GAFG@35493|Streptophyta,4JK4C@91835|fabids	33090|Viridiplantae	G	Belongs to the MIP aquaporin (TC 1.A.8) family	-	GO:0000322,GO:0000325,GO:0000326,GO:0003674,GO:0005215,GO:0005275,GO:0005372,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005794,GO:0005886,GO:0005887,GO:0005911,GO:0006810,GO:0006811,GO:0006812,GO:0006833,GO:0008150,GO:0008324,GO:0008519,GO:0009505,GO:0009506,GO:0009507,GO:0009526,GO:0009536,GO:0009705,GO:0009941,GO:0012505,GO:0015075,GO:0015101,GO:0015200,GO:0015250,GO:0015267,GO:0015318,GO:0015695,GO:0015696,GO:0015837,GO:0015843,GO:0016020,GO:0016021,GO:0019755,GO:0022803,GO:0022838,GO:0022857,GO:0030054,GO:0030312,GO:0031090,GO:0031224,GO:0031226,GO:0031967,GO:0031975,GO:0034220,GO:0042044,GO:0042802,GO:0042807,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055044,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072488,GO:0072489,GO:0098588,GO:0098655,GO:0098805	-	ko:K09873	-	-	-	-	ko00000,ko02000	1.A.8.10	-	-	MIP
TRINITY_DN5518_c0_g2
TRINITY_DN3824_c0_g1_i1.p1	3880.AES72282	5.53e-176	492.0	2CN31@1|root,2QTMT@2759|Eukaryota,37KQP@33090|Viridiplantae,3GBW6@35493|Streptophyta,4JKC2@91835|fabids	33090|Viridiplantae	S	Photosystem II 22 kDa protein	PSBS	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0008150,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0055035,GO:0055085	-	ko:K03542	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	Chloroa_b-bind
TRINITY_DN24524_c0_g1_i1.p1	3880.AET03624	1.89e-99	292.0	29VK9@1|root,2RXMA@2759|Eukaryota,37U88@33090|Viridiplantae,3GI3D@35493|Streptophyta,4JRJN@91835|fabids	33090|Viridiplantae	S	Dirigent proteins impart stereoselectivity on the phenoxy radical-coupling reaction, yielding optically active lignans from two molecules of coniferyl alcohol in the biosynthesis of lignans, flavonolignans, and alkaloids and thus plays a central role in plant secondary metabolism	-	-	-	-	-	-	-	-	-	-	-	-	Dirigent
TRINITY_DN12102_c0_g1_i1.p1	3885.XP_007136090.1	4.16e-172	483.0	COG5196@1|root,KOG3106@2759|Eukaryota,37KH3@33090|Viridiplantae,3G76Q@35493|Streptophyta,4JREG@91835|fabids	33090|Viridiplantae	U	ER lumen	-	-	-	ko:K10949	ko05110,map05110	-	-	-	ko00000,ko00001,ko04131	-	-	-	ER_lumen_recept
TRINITY_DN12733_c2_g1_i1.p1	3827.XP_004494151.1	0.0	1635.0	COG0296@1|root,KOG0470@2759|Eukaryota,37I8Y@33090|Viridiplantae,3GCIF@35493|Streptophyta,4JJ7S@91835|fabids	33090|Viridiplantae	G	1,4-alpha-glucan-branching enzyme	-	GO:0001678,GO:0003674,GO:0003824,GO:0003844,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0005982,GO:0006073,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009416,GO:0009501,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009628,GO:0009743,GO:0009744,GO:0009746,GO:0009749,GO:0009750,GO:0009987,GO:0010021,GO:0010033,GO:0016740,GO:0016757,GO:0016758,GO:0019725,GO:0033500,GO:0034284,GO:0034285,GO:0042221,GO:0042592,GO:0042593,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044042,GO:0044237,GO:0044238,GO:0044260,GO:0044262,GO:0044264,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0048878,GO:0050896,GO:0051716,GO:0055082,GO:0065007,GO:0065008,GO:0070887,GO:0071214,GO:0071310,GO:0071322,GO:0071324,GO:0071326,GO:0071329,GO:0071331,GO:0071332,GO:0071333,GO:0071478,GO:0071482,GO:0071704,GO:0104004,GO:1901135,GO:1901137,GO:1901576,GO:1901700,GO:1901701,GO:2000896	2.4.1.18	ko:K00700	ko00500,ko01100,ko01110,map00500,map01100,map01110	M00565	R02110	-	ko00000,ko00001,ko00002,ko01000,ko04147	-	CBM48,GH13	-	Alpha-amylase,Alpha-amylase_C,CBM_48
TRINITY_DN7907_c0_g1_i1.p1	3827.XP_004502834.1	1.51e-93	276.0	29TTH@1|root,2RXH4@2759|Eukaryota,37TX2@33090|Viridiplantae,3GHZK@35493|Streptophyta,4JPB9@91835|fabids	33090|Viridiplantae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GATA-N
TRINITY_DN60786_c0_g1
TRINITY_DN54912_c0_g1_i1.p1	3827.XP_004514850.1	2.87e-313	860.0	COG4677@1|root,2QSQ4@2759|Eukaryota,37S65@33090|Viridiplantae,3GCDB@35493|Streptophyta,4JKXV@91835|fabids	33090|Viridiplantae	G	Acts in the modification of cell walls via demethylesterification of cell wall pectin	-	GO:0003674,GO:0003824,GO:0004857,GO:0005575,GO:0005623,GO:0008150,GO:0016787,GO:0016788,GO:0030234,GO:0030599,GO:0043086,GO:0044092,GO:0044464,GO:0046910,GO:0050790,GO:0052689,GO:0065007,GO:0065009,GO:0071944,GO:0098772	3.1.1.11	ko:K01051	ko00040,ko01100,map00040,map01100	M00081	R02362	RC00460,RC00461	ko00000,ko00001,ko00002,ko01000	-	-	-	PMEI,Pectinesterase
TRINITY_DN87656_c0_g1
