TRINITY_DN5835_c0_g1
TRINITY_DN5966_c0_g1
TRINITY_DN3092_c0_g1_i3.p1	3827.XP_004514578.1	3.96e-157	448.0	COG0515@1|root,KOG1187@2759|Eukaryota,37PMD@33090|Viridiplantae,3GGVH@35493|Streptophyta,4JFSS@91835|fabids	33090|Viridiplantae	T	Protein kinase 2B, chloroplastic-like	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase,Pkinase_Tyr
TRINITY_DN67100_c0_g2_i1.p1	3880.AES79838	0.0	941.0	COG0515@1|root,KOG1187@2759|Eukaryota,37JQR@33090|Viridiplantae,3GAUS@35493|Streptophyta,4JI59@91835|fabids	33090|Viridiplantae	T	receptor-like protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase_Tyr
TRINITY_DN6134_c0_g1
TRINITY_DN104466_c0_g1_i1.p1	3827.XP_004495318.1	3.97e-104	305.0	290FS@1|root,2RBAX@2759|Eukaryota,37TAK@33090|Viridiplantae,3GFW9@35493|Streptophyta,4JFMV@91835|fabids	33090|Viridiplantae	K	ethylene-responsive transcription factor	-	GO:0000160,GO:0001101,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006950,GO:0006952,GO:0007154,GO:0007165,GO:0008150,GO:0009719,GO:0009723,GO:0009725,GO:0009753,GO:0009755,GO:0009867,GO:0009873,GO:0009889,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031326,GO:0032870,GO:0035556,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0065007,GO:0070887,GO:0071229,GO:0071310,GO:0071369,GO:0071395,GO:0071495,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901700,GO:1901701,GO:1903506,GO:2000112,GO:2001141	-	ko:K14516	ko04016,ko04075,map04016,map04075	-	-	-	ko00000,ko00001,ko03000	-	-	-	AP2
TRINITY_DN5248_c0_g1
TRINITY_DN93776_c1_g1_i1.p1	3827.XP_004506909.1	8.26e-19	80.5	2E2EQ@1|root,2S9NG@2759|Eukaryota,37WTI@33090|Viridiplantae,3GKUK@35493|Streptophyta,4JR7Q@91835|fabids	33090|Viridiplantae	S	Cotton fibre expressed protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF761
TRINITY_DN510_c1_g1_i1.p1	3827.XP_004499490.1	6.85e-153	435.0	KOG3065@1|root,KOG3065@2759|Eukaryota,37NC6@33090|Viridiplantae,3GDAR@35493|Streptophyta,4JKI3@91835|fabids	33090|Viridiplantae	U	SNAP25 homologous protein	SNAP29	GO:0000278,GO:0000281,GO:0000910,GO:0000911,GO:0001101,GO:0003674,GO:0005484,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006810,GO:0007049,GO:0008150,GO:0009504,GO:0009507,GO:0009536,GO:0009605,GO:0009607,GO:0009612,GO:0009628,GO:0009719,GO:0009725,GO:0009737,GO:0009987,GO:0010033,GO:0016020,GO:0016021,GO:0016043,GO:0016192,GO:0022402,GO:0031224,GO:0032506,GO:0033993,GO:0042221,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051301,GO:0051704,GO:0051707,GO:0061024,GO:0061025,GO:0061640,GO:0071840,GO:0071944,GO:0097305,GO:1901700,GO:1902410,GO:1903047	-	ko:K08509,ko:K18211	ko04130,ko04140,ko04721,ko04911,map04130,map04140,map04721,map04911	-	-	-	ko00000,ko00001,ko04131	-	-	-	-
TRINITY_DN1883_c0_g1_i7.p1	3827.XP_004492416.1	2.45e-289	821.0	28XIB@1|root,2R4BG@2759|Eukaryota,37T5Z@33090|Viridiplantae,3GHA6@35493|Streptophyta	33090|Viridiplantae	S	TMV resistance protein N-like	-	-	-	ko:K19613,ko:K22038	ko04014,map04014	-	-	-	ko00000,ko00001,ko02000	1.A.25.3	-	-	NB-ARC,TIR
TRINITY_DN67100_c0_g1_i1.p1	3880.AES86985	0.0	905.0	COG0515@1|root,KOG1187@2759|Eukaryota,37JQR@33090|Viridiplantae,3GAUS@35493|Streptophyta,4JI59@91835|fabids	33090|Viridiplantae	T	receptor-like protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase_Tyr
TRINITY_DN16069_c0_g2_i1.p1	3847.GLYMA05G36970.1	1.76e-100	303.0	2CMA2@1|root,2QPRM@2759|Eukaryota,37KWZ@33090|Viridiplantae,3G9RK@35493|Streptophyta,4JKPK@91835|fabids	33090|Viridiplantae	K	WRKY transcription factor	WRKY53	GO:0000302,GO:0001101,GO:0002376,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006950,GO:0006952,GO:0006955,GO:0006979,GO:0007275,GO:0007568,GO:0008150,GO:0009507,GO:0009536,GO:0009605,GO:0009607,GO:0009617,GO:0009636,GO:0009719,GO:0009725,GO:0009751,GO:0009814,GO:0009816,GO:0009889,GO:0009891,GO:0009893,GO:0010033,GO:0010035,GO:0010150,GO:0010193,GO:0010200,GO:0010243,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0014070,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0032501,GO:0032502,GO:0042221,GO:0042493,GO:0042542,GO:0042742,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0045087,GO:0045893,GO:0045935,GO:0046677,GO:0048366,GO:0048367,GO:0048518,GO:0048522,GO:0048583,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051704,GO:0051707,GO:0060255,GO:0065007,GO:0080090,GO:0080134,GO:0090693,GO:0097159,GO:0098542,GO:0099402,GO:0140110,GO:1901363,GO:1901698,GO:1901700,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	WRKY
TRINITY_DN1406_c0_g1_i1.p1	3827.XP_004495297.1	5.09e-85	250.0	2AXUF@1|root,2S01Q@2759|Eukaryota,37UED@33090|Viridiplantae,3GIV4@35493|Streptophyta,4JPH1@91835|fabids	33090|Viridiplantae	S	At5g64816-like	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN19402_c0_g1_i1.p1	3880.AES64050	0.0	996.0	COG0443@1|root,KOG0101@2759|Eukaryota,37HJ7@33090|Viridiplantae,3G8YX@35493|Streptophyta	33090|Viridiplantae	O	Belongs to the heat shock protein 70 family	-	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009507,GO:0009536,GO:0009605,GO:0009607,GO:0009615,GO:0009628,GO:0016020,GO:0030312,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051704,GO:0051707,GO:0071944	-	ko:K03283	ko03040,ko04010,ko04141,ko04144,ko04213,ko04612,ko04915,ko05134,ko05145,ko05162,ko05164,ko05169,map03040,map04010,map04141,map04144,map04213,map04612,map04915,map05134,map05145,map05162,map05164,map05169	M00353,M00355	-	-	ko00000,ko00001,ko00002,ko01009,ko03009,ko03029,ko03041,ko03051,ko03110,ko04131,ko04147,ko04516	1.A.33.1	-	-	HSP70
TRINITY_DN507_c0_g1_i4.p1	3827.XP_004495219.1	9.45e-261	721.0	KOG1339@1|root,KOG1339@2759|Eukaryota,37Q1N@33090|Viridiplantae,3G89Y@35493|Streptophyta,4JIDB@91835|fabids	33090|Viridiplantae	O	Belongs to the peptidase A1 family	-	-	-	-	-	-	-	-	-	-	-	-	TAXi_C,TAXi_N
TRINITY_DN2329_c0_g2_i1.p1	3880.AES93695	1.42e-106	310.0	COG1670@1|root,2RXXF@2759|Eukaryota,37TVE@33090|Viridiplantae,3GI8H@35493|Streptophyta,4JSF3@91835|fabids	33090|Viridiplantae	J	N-acetyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
TRINITY_DN2783_c0_g1_i1.p1	3827.XP_004495104.1	2.61e-87	266.0	2C7ZM@1|root,2SPR8@2759|Eukaryota,3808F@33090|Viridiplantae,3GQ1C@35493|Streptophyta,4JUAF@91835|fabids	33090|Viridiplantae	K	Ethylene-responsive transcription factor 1B-like	-	-	-	ko:K14516	ko04016,ko04075,map04016,map04075	-	-	-	ko00000,ko00001,ko03000	-	-	-	AP2
TRINITY_DN6607_c0_g1_i3.p1	3827.XP_004486993.1	0.0	1011.0	28K9J@1|root,2QSQ6@2759|Eukaryota,37J2K@33090|Viridiplantae,3G71V@35493|Streptophyta	33090|Viridiplantae	K	Belongs to the GRAS family	-	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010033,GO:0010200,GO:0010243,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0042221,GO:0042493,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901698,GO:1901700,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	GRAS
TRINITY_DN6480_c5_g1
TRINITY_DN27595_c0_g1
TRINITY_DN1239_c0_g1_i1.p1	3880.AES65140	1.33e-110	323.0	2CNAD@1|root,2S40B@2759|Eukaryota,37WM4@33090|Viridiplantae,3GK5P@35493|Streptophyta,4JR2R@91835|fabids	33090|Viridiplantae	S	VQ motif	-	-	-	-	-	-	-	-	-	-	-	-	VQ
TRINITY_DN987_c2_g1_i5.p1	3880.AET01240	6.02e-274	754.0	COG0515@1|root,KOG1187@2759|Eukaryota,37IP7@33090|Viridiplantae,3G8RT@35493|Streptophyta,4JI6U@91835|fabids	33090|Viridiplantae	T	Belongs to the protein kinase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase,Pkinase_Tyr
TRINITY_DN712_c0_g1_i1.p1	3827.XP_004493510.1	0.0	992.0	KOG0032@1|root,KOG0032@2759|Eukaryota,37MAH@33090|Viridiplantae,3GB1K@35493|Streptophyta,4JGU3@91835|fabids	33090|Viridiplantae	T	Calcium-dependent protein kinase	CPK14	GO:0001101,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004683,GO:0004697,GO:0004698,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0005911,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009506,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009755,GO:0009931,GO:0009987,GO:0010033,GO:0010857,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018193,GO:0018209,GO:0019538,GO:0023052,GO:0030054,GO:0032870,GO:0033993,GO:0035556,GO:0036211,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0046777,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055044,GO:0065007,GO:0070887,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071495,GO:0071704,GO:0071944,GO:0097305,GO:0097306,GO:0140096,GO:1901564,GO:1901700,GO:1901701	2.7.11.1	ko:K13412	ko04626,ko05145,map04626,map05145	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7,EF-hand_8,Pkinase
TRINITY_DN2034_c0_g1_i5.p1	29760.VIT_01s0146g00180.t01	2.04e-23	96.3	2BXPJ@1|root,2S1RZ@2759|Eukaryota,37VEY@33090|Viridiplantae,3GJE8@35493|Streptophyta	33090|Viridiplantae	S	Indole-3-acetic acid-induced protein ARG7-like	-	-	-	ko:K14488	ko04075,map04075	-	-	-	ko00000,ko00001	-	-	-	Auxin_inducible
TRINITY_DN262_c0_g1_i1.p1	3880.AES60579	1.61e-186	522.0	COG5074@1|root,KOG0810@2759|Eukaryota,37PHW@33090|Viridiplantae,3GEBZ@35493|Streptophyta,4JG9W@91835|fabids	33090|Viridiplantae	U	Belongs to the syntaxin family	-	GO:0000149,GO:0001101,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005802,GO:0005886,GO:0005911,GO:0006605,GO:0006612,GO:0006810,GO:0006833,GO:0006886,GO:0006887,GO:0006906,GO:0006950,GO:0006952,GO:0006996,GO:0008104,GO:0008150,GO:0009504,GO:0009506,GO:0009605,GO:0009607,GO:0009620,GO:0009719,GO:0009725,GO:0009737,GO:0009987,GO:0010033,GO:0010119,GO:0010148,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0016050,GO:0016192,GO:0022406,GO:0030054,GO:0031201,GO:0031224,GO:0031347,GO:0031348,GO:0031984,GO:0032507,GO:0032940,GO:0032991,GO:0033036,GO:0033993,GO:0034613,GO:0042044,GO:0042221,GO:0042886,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043495,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045185,GO:0046903,GO:0046907,GO:0048278,GO:0048284,GO:0048519,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0050832,GO:0050896,GO:0051179,GO:0051234,GO:0051235,GO:0051640,GO:0051641,GO:0051649,GO:0051651,GO:0051704,GO:0051707,GO:0055044,GO:0061024,GO:0061025,GO:0065007,GO:0065008,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0072657,GO:0072658,GO:0072659,GO:0072660,GO:0080134,GO:0090150,GO:0090174,GO:0097305,GO:0098542,GO:0098791,GO:0098796,GO:0140056,GO:1901700,GO:1990778	-	ko:K08486	ko04130,ko04721,map04130,map04721	-	-	-	ko00000,ko00001,ko04131,ko04147	-	-	-	SNARE,Syntaxin
TRINITY_DN3409_c3_g1_i3.p1	3880.AES73243	0.0	887.0	KOG0198@1|root,KOG0198@2759|Eukaryota,37QT0@33090|Viridiplantae,3G76H@35493|Streptophyta,4JJ4N@91835|fabids	33090|Viridiplantae	T	Mitogen-activated protein kinase kinase kinase	-	-	2.7.11.25	ko:K04421,ko:K11229	ko04010,ko04011,ko04139,ko04722,ko04912,ko05166,map04010,map04011,map04139,map04722,map04912,map05166	M00688,M00689,M00690	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	Pkinase
TRINITY_DN683_c0_g1_i1.p1	3827.XP_004504140.1	2.66e-259	721.0	KOG1327@1|root,KOG1327@2759|Eukaryota,37IJH@33090|Viridiplantae,3GCD1@35493|Streptophyta,4JK9V@91835|fabids	33090|Viridiplantae	O	E3 ubiquitin-protein ligase	-	GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005886,GO:0006464,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009308,GO:0009690,GO:0009787,GO:0009789,GO:0009850,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0010817,GO:0016020,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0023051,GO:0023056,GO:0032446,GO:0034754,GO:0036211,GO:0042445,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048583,GO:0048584,GO:0048585,GO:0050789,GO:0050794,GO:0065007,GO:0065008,GO:0070647,GO:0071704,GO:0071944,GO:0080134,GO:0080148,GO:0140096,GO:1901419,GO:1901421,GO:1901564,GO:1905957,GO:1905959,GO:2000070	2.3.2.27	ko:K16280	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	Copine,zf-C3HC4_3
TRINITY_DN46835_c0_g2_i3.p1	3880.AES71995	0.0	1108.0	2C0EY@1|root,2QRUB@2759|Eukaryota,37PNI@33090|Viridiplantae,3GGA0@35493|Streptophyta,4JNQQ@91835|fabids	33090|Viridiplantae	S	MACPF domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	MACPF
TRINITY_DN4477_c1_g1
TRINITY_DN11655_c0_g1_i1.p1	3827.XP_004491182.1	5.02e-90	282.0	2CCFI@1|root,2QQSG@2759|Eukaryota,37N7U@33090|Viridiplantae,3G8R5@35493|Streptophyta,4JK6C@91835|fabids	33090|Viridiplantae	S	ETHYLENE INSENSITIVE 3-like	EIN3	GO:0000160,GO:0000976,GO:0001067,GO:0001666,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006950,GO:0006952,GO:0007154,GO:0007165,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009719,GO:0009723,GO:0009725,GO:0009743,GO:0009755,GO:0009756,GO:0009873,GO:0009889,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010039,GO:0010182,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031326,GO:0032870,GO:0035556,GO:0036293,GO:0042221,GO:0042742,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0065007,GO:0070482,GO:0070887,GO:0071241,GO:0071248,GO:0071281,GO:0071310,GO:0071322,GO:0071369,GO:0071495,GO:0080090,GO:0097159,GO:0098542,GO:0140110,GO:1901363,GO:1901700,GO:1901701,GO:1903506,GO:1990837,GO:2000112,GO:2001141	-	ko:K14514	ko04016,ko04075,map04016,map04075	-	-	-	ko00000,ko00001,ko03000	-	-	-	EIN3
TRINITY_DN204_c0_g1_i3.p1	3880.AES68069	0.0	2624.0	COG1131@1|root,KOG0065@2759|Eukaryota,37P62@33090|Viridiplantae,3GB0P@35493|Streptophyta,4JSIG@91835|fabids	33090|Viridiplantae	Q	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily	-	GO:0000302,GO:0001101,GO:0002229,GO:0002239,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006869,GO:0006950,GO:0006952,GO:0006979,GO:0008150,GO:0009605,GO:0009607,GO:0009719,GO:0009723,GO:0009725,GO:0009751,GO:0009753,GO:0010033,GO:0010035,GO:0010193,GO:0010876,GO:0014070,GO:0015399,GO:0015405,GO:0015692,GO:0015711,GO:0015718,GO:0015849,GO:0015850,GO:0015893,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0030001,GO:0031224,GO:0033036,GO:0042221,GO:0042493,GO:0042623,GO:0042626,GO:0043207,GO:0043492,GO:0044425,GO:0044464,GO:0046677,GO:0046864,GO:0046865,GO:0046942,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0055085,GO:0071702,GO:0071944,GO:0080168,GO:0098542,GO:1901700	-	-	-	-	-	-	-	-	-	-	ABC2_membrane,ABC_tran,ABC_trans_N,PDR_assoc
TRINITY_DN2716_c0_g1_i1.p1	3827.XP_004508179.1	2.02e-101	295.0	29YBJ@1|root,2RXTQ@2759|Eukaryota,37U6W@33090|Viridiplantae,3GJ6U@35493|Streptophyta,4JTX9@91835|fabids	33090|Viridiplantae	J	Major allergen Pru ar	-	-	-	-	-	-	-	-	-	-	-	-	Bet_v_1
TRINITY_DN2781_c0_g1_i2.p1	3847.GLYMA03G42390.1	1.12e-44	158.0	KOG0800@1|root,KOG0800@2759|Eukaryota,37QYC@33090|Viridiplantae,3GE5F@35493|Streptophyta,4JFZV@91835|fabids	33090|Viridiplantae	O	RING-H2 finger protein	-	GO:0003674,GO:0003824,GO:0004842,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0030163,GO:0032446,GO:0036211,GO:0043161,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0051603,GO:0061630,GO:0061659,GO:0070647,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575	2.3.2.27	ko:K11982	-	-	-	-	ko00000,ko01000,ko04121,ko04131	-	-	-	zf-RING_2
